ticker,price,target_price,stop_price,prob_win,prob_win_raw,prob_stop,prob_stop_raw,ev_score,ev_score_raw,sd_weight,days_to_clear,size_factor,size_reason,beta,vol_ratio,turnover_oku,action,reason,sector_name,sector_score,sector_shock,sector_advice,sector_summary,macro_flow,standalone_shares,standalone_cost_yen,standalone_max_loss_yen,standalone_leverage_capped,standalone_maxpos_capped,skip_reason
6504.T,13370.0,14241.4,12934.3,0.2452,0.2538,0.5909,0.5665,-0.1,-0.05900000035762787,0.94,0.74,1.06,通常ロット ＋ セクターセンチメント(+0.20 -> 1.06倍),1.24,1.09,77.0,⏸️ WAIT,見送り,半導体・ハイテク,0.2,False,通常,米中貿易休戦の延長報道で対中規制悪化への警戒感が和らぐ。,CTA_SURGE,0,0,0,False,False,risk
3861.T,870.3,896.2,857.3,0.23612356185913086,0.2361,0.5774750709533691,0.5775,-0.105,-0.10499999672174454,1.0,0.79,0.5,逆張りリバウンド警戒 (前日比-0.6%),-0.02,1.02,26.6,⏸️ WAIT,見送り,,0.0,False,通常,,CTA_SURGE,300,261090,3900,False,True,
4272.T,2131.5,2215.4,2089.6,0.2309,0.2191,0.5709,0.6139,-0.109,-0.17599999904632568,1.07,0.15,1.0,通常ロット,0.37,0.77,20.2,⏸️ WAIT,見送り,,0.0,False,通常,,CTA_SURGE,100,213150,4190,False,True,
8698.T,716.0,746.1,700.9,0.2365,0.2351,0.5831,0.5878,-0.11,-0.11800000071525574,1.0,2.72,1.03,通常ロット ＋ セクターセンチメント(+0.10 -> 1.03倍),0.31,1.55,11.8,⏸️ WAIT,見送り,銀行・金融,0.1,False,通常,日経平均の上昇基調継続も、追加材料乏しく静観姿勢。,CTA_SURGE,400,286400,6040,False,True,
6323.T,3706.0,4047.4,3535.3,0.2413,0.2528,0.5934,0.5598,-0.111,-0.05400000140070915,0.94,2.56,1.0,通常ロット,2.0,1.17,50.4,⏸️ WAIT,見送り,防衛・重工,0.0,False,通常,防衛関連ニュースは36時間以上経過しており織り込み済み。,CTA_SURGE,0,0,0,False,False,maxpos
9706.T,5529.0,5759.4,5413.8,0.24,0.2495,0.5913,0.5632,-0.111,-0.06400000303983688,0.95,0.15,1.0,通常ロット,0.01,0.97,41.3,⏸️ WAIT,見送り,,0.0,False,通常,,CTA_SURGE,0,0,0,False,False,maxpos
5844.T,4740.0,4985.3,4617.4,0.2365,0.2369,0.5882,0.587,-0.115,-0.11299999803304672,0.99,0.45,0.52,逆張りリバウンド警戒 (前日比-2.6%) ＋ セクターセンチメント(+0.10 -> 1.03倍),0.44,0.98,36.2,⏸️ WAIT,見送り,銀行・金融,0.1,False,通常,日経平均の上昇基調継続も、追加材料乏しく静観姿勢。,CTA_SURGE,0,0,0,False,False,maxpos
6645.T,6328.0,6730.4,6126.8,0.2428,0.2493,0.6011,0.5818,-0.115,-0.08299999684095383,0.95,0.47,1.06,通常ロット ＋ セクターセンチメント(+0.20 -> 1.06倍),1.11,0.88,71.0,⏸️ WAIT,見送り,半導体・ハイテク,0.2,False,通常,米中貿易休戦の延長報道で対中規制悪化への警戒感が和らぐ。,CTA_SURGE,0,0,0,False,False,maxpos
4676.T,4076.0,4238.1,3994.9,0.2372,0.2466,0.5937,0.5655,-0.119,-0.07199999690055847,0.95,0.41,1.0,通常ロット,0.14,1.33,23.3,⏸️ WAIT,見送り,,0.0,False,通常,,CTA_SURGE,0,0,0,False,False,maxpos
6632.T,1004.5,1052.9,980.3,0.24,0.2485,0.6021,0.5773,-0.122,-0.07999999821186066,0.94,1.23,1.06,通常ロット ＋ セクターセンチメント(+0.20 -> 1.06倍),0.31,0.85,14.7,⏸️ WAIT,見送り,半導体・ハイテク,0.2,False,通常,米中貿易休戦の延長報道で対中規制悪化への警戒感が和らぐ。,CTA_SURGE,200,200900,4840,False,True,
8253.T,4590.0,4778.6,4495.7,0.2383,0.2463,0.5983,0.5743,-0.122,-0.0820000022649765,0.95,0.3,0.52,逆張りリバウンド警戒 (前日比-1.1%) ＋ セクターセンチメント(+0.10 -> 1.03倍),0.2,1.4,28.9,⏸️ WAIT,見送り,銀行・金融,0.1,False,通常,日経平均の上昇基調継続も、追加材料乏しく静観姿勢。,CTA_SURGE,0,0,0,False,False,maxpos
3116.T,2248.0,2338.7,2202.6,0.2383,0.2444,0.6,0.5815,-0.123,-0.09300000220537186,0.96,0.53,1.03,通常ロット ＋ セクターセンチメント(+0.10 -> 1.03倍),0.18,1.31,10.7,⏸️ WAIT,見送り,自動車・輸出,0.1,False,通常,米議員の中国車排除要求は日本車に追い風も影響は限定的。,CTA_SURGE,100,224800,4540,False,True,
6592.T,1721.5,1796.4,1684.0,0.2398,0.2463,0.6023,0.583,-0.123,-0.09000000357627869,0.95,0.3,1.06,通常ロット ＋ セクターセンチメント(+0.20 -> 1.06倍),0.31,0.84,16.6,⏸️ WAIT,見送り,半導体・ハイテク,0.2,False,通常,米中貿易休戦の延長報道で対中規制悪化への警戒感が和らぐ。,CTA_SURGE,100,172150,3750,False,True,
9022.T,3755.0,3907.4,3678.8,0.23,0.2248,0.5826,0.6006,-0.123,-0.1509999930858612,1.03,0.35,0.5,逆張りリバウンド警戒 (前日比-1.6%),-0.27,1.2,80.2,⏸️ WAIT,見送り,海運・物流,0.0,False,通常,海外海運決算材料は時間減衰により影響限定的。,CTA_SURGE,0,0,0,False,False,maxpos
2811.T,2702.5,2775.6,2665.9,0.2204,0.209,0.5654,0.608,-0.125,-0.1899999976158142,1.07,0.34,1.0,通常ロット,-0.26,0.64,14.0,⏸️ WAIT,見送り,食料品・ディフェンシブ,0.0,False,通常,新規材料なし、ニュートラルを維持。,CTA_SURGE,100,270250,3660,False,True,
2127.T,640.0,666.8,626.6,0.2383,0.2668,0.6044,0.5302,-0.128,0.003000000026077032,0.86,1.33,0.5,逆張りリバウンド警戒 (前日比-2.5%),-0.02,1.24,16.2,⏸️ WAIT,見送り,,0.0,False,通常,,CTA_SURGE,400,256000,5360,False,True,
2269.T,4293.0,4472.0,4203.5,0.2199,0.2026,0.5702,0.6407,-0.13,-0.23600000143051147,1.11,0.06,0.5,逆張りリバウンド警戒 (前日比-1.4%),-0.34,1.05,44.9,⏸️ WAIT,見送り,食料品・ディフェンシブ,0.0,False,通常,新規材料なし、ニュートラルを維持。,CTA_SURGE,0,0,0,False,False,maxpos
9861.T,3617.0,3763.3,3543.9,0.2262,0.228,0.5854,0.5796,-0.133,-0.12399999797344208,0.99,0.15,1.0,通常ロット,-0.27,0.83,13.5,⏸️ WAIT,見送り,小売・消費・インバウンド,0.0,False,通常,特筆すべき新規材料はなく織り込み済み。,CTA_SURGE,0,0,0,False,False,maxpos
3769.T,8728.0,9228.0,8478.0,0.2338,0.2431,0.6042,0.5754,-0.137,-0.08900000154972076,0.95,0.44,1.0,通常ロット,-0.21,0.96,27.0,⏸️ WAIT,見送り,,0.0,False,通常,,CTA_SURGE,0,0,0,False,False,risk
4540.T,3833.0,3931.6,3783.7,0.2244,0.2193,0.5858,0.6039,-0.137,-0.16500000655651093,1.03,0.49,0.5,逆張りリバウンド警戒 (前日比-0.4%),-0.16,0.64,26.3,⏸️ WAIT,見送り,,0.0,False,通常,,CTA_SURGE,0,0,0,False,False,maxpos
9401.T,5788.0,6006.7,5678.6,0.2277,0.2295,0.5938,0.5879,-0.138,-0.1289999932050705,0.99,0.17,0.5,逆張りリバウンド警戒 (前日比-0.9%),0.18,0.97,19.3,⏸️ WAIT,見送り,,0.0,False,通常,,CTA_SURGE,0,0,0,False,False,maxpos
9735.T,6352.0,6558.1,6248.9,0.2222,0.2171,0.5854,0.6035,-0.141,-0.16899999976158142,1.03,0.04,0.5,逆張りリバウンド警戒 (前日比-1.3%),-0.18,1.19,77.3,⏸️ WAIT,見送り,,0.0,False,通常,,CTA_SURGE,0,0,0,False,False,maxpos
3099.T,3331.0,3504.4,3244.3,0.2264,0.2212,0.5991,0.6176,-0.146,-0.17499999701976776,1.03,0.35,1.0,通常ロット,0.33,0.95,81.7,⏸️ WAIT,見送り,小売・消費・インバウンド,0.0,False,通常,特筆すべき新規材料はなく織り込み済み。,CTA_SURGE,0,0,0,False,False,maxpos
8358.T,2820.0,2973.3,2743.4,0.2308,0.2367,0.6072,0.5885,-0.146,-0.11500000208616257,0.96,0.76,1.03,通常ロット ＋ セクターセンチメント(+0.10 -> 1.03倍),0.38,1.02,27.1,⏸️ WAIT,見送り,銀行・金融,0.1,False,通常,日経平均の上昇基調継続も、追加材料乏しく静観姿勢。,CTA_SURGE,100,282000,7660,False,True,
1719.T,1910.0,1974.3,1877.9,0.22726576030254364,0.2273,0.6027026772499084,0.6027,-0.148,-0.14800000190734863,1.0,0.7,0.5,逆張りリバウンド警戒 (前日比-0.3%),0.17,0.97,12.8,⏸️ WAIT,見送り,,0.0,False,通常,,CTA_SURGE,100,191000,3210,False,True,
9005.T,1641.5,1688.4,1618.1,0.2103,0.1935,0.5695,0.6399,-0.149,-0.2529999911785126,1.11,0.46,0.5,逆張りリバウンド警戒 (前日比-1.3%),-0.17,1.38,31.0,⏸️ WAIT,見送り,海運・物流,0.0,False,通常,海外海運決算材料は時間減衰により影響限定的。,CTA_SURGE,100,164150,2340,False,True,
7751.T,4564.0,4724.1,4483.9,0.2343,0.2594,0.6191,0.5519,-0.15,-0.032999999821186066,0.86,0.61,1.06,通常ロット ＋ セクターセンチメント(+0.20 -> 1.06倍),0.18,1.17,118.6,⏸️ WAIT,見送り,半導体・ハイテク,0.2,False,通常,米中貿易休戦の延長報道で対中規制悪化への警戒感が和らぐ。,CTA_SURGE,0,0,0,False,False,maxpos
6952.T,2183.0,2350.7,2099.1,0.2272,0.2262,0.6065,0.6103,-0.152,-0.15800000727176666,0.99,0.18,1.06,通常ロット ＋ セクターセンチメント(+0.20 -> 1.06倍),0.58,0.87,38.6,⏸️ WAIT,見送り,半導体・ハイテク,0.2,False,通常,米中貿易休戦の延長報道で対中規制悪化への警戒感が和らぐ。,CTA_SURGE,100,218300,8390,False,True,
6728.T,7431.0,7943.3,7174.9,0.2316,0.2399,0.618,0.5924,-0.155,-0.11299999803304672,0.94,0.77,1.06,通常ロット ＋ セクターセンチメント(+0.20 -> 1.06倍),1.4,0.87,37.6,⏸️ WAIT,見送り,半導体・ハイテク,0.2,False,通常,米中貿易休戦の延長報道で対中規制悪化への警戒感が和らぐ。,CTA_SURGE,0,0,0,False,False,risk
6869.T,1854.0,1948.1,1806.9,0.227,0.2333,0.6099,0.5902,-0.156,-0.12399999797344208,0.95,0.38,1.06,通常ロット ＋ セクターセンチメント(+0.20 -> 1.06倍),-0.02,0.87,48.0,⏸️ WAIT,見送り,半導体・ハイテク,0.2,False,通常,米中貿易休戦の延長報道で対中規制悪化への警戒感が和らぐ。,CTA_SURGE,100,185400,4710,False,True,
7272.T,1825.0,1938.5,1768.2,0.2304,0.2382,0.6188,0.5941,-0.158,-0.11800000071525574,0.95,0.3,1.03,通常ロット ＋ セクターセンチメント(+0.10 -> 1.03倍),0.34,1.12,87.0,⏸️ WAIT,見送り,自動車・輸出,0.1,False,通常,米議員の中国車排除要求は日本車に追い風も影響は限定的。,CTA_SURGE,100,182500,5680,False,True,
6758.T,3663.0,3845.4,3571.8,0.2315,0.2563,0.6264,0.5584,-0.163,-0.04600000008940697,0.86,0.6,1.06,通常ロット ＋ セクターセンチメント(+0.20 -> 1.06倍),-0.07,1.33,461.6,⏸️ WAIT,見送り,半導体・ハイテク,0.2,False,通常,米中貿易休戦の延長報道で対中規制悪化への警戒感が和らぐ。,CTA_SURGE,0,0,0,False,False,maxpos
2371.T,3805.0,3896.9,3759.1,0.21,0.199,0.5842,0.6281,-0.164,-0.23000000417232513,1.07,0.29,0.5,逆張りリバウンド警戒 (前日比-0.8%),-0.07,0.86,12.2,⏸️ WAIT,見送り,,0.0,False,通常,,CTA_SURGE,0,0,0,False,False,maxpos
4527.T,2780.0,2914.4,2712.8,0.225,0.234,0.6152,0.586,-0.165,-0.11800000071525574,0.95,0.15,1.0,通常ロット,-0.43,0.94,36.8,⏸️ WAIT,見送り,,0.0,False,通常,,CTA_SURGE,100,278000,6720,False,True,
4519.T,6650.0,6917.0,6516.5,0.232,0.26,0.63,0.5527,-0.166,-0.032999999821186066,0.86,0.7,0.5,逆張りリバウンド警戒 (前日比-1.4%),0.0,1.24,167.1,⏸️ WAIT,見送り,,0.0,False,通常,,CTA_SURGE,0,0,0,False,False,risk
7729.T,17290.0,18652.1,16608.9,0.2255,0.2317,0.6182,0.5984,-0.167,-0.13500000536441803,0.95,0.38,0.53,逆張りリバウンド警戒 (前日比-0.2%) ＋ セクターセンチメント(+0.20 -> 1.06倍),1.75,1.38,50.7,⏸️ WAIT,見送り,半導体・ハイテク,0.2,False,通常,米中貿易休戦の延長報道で対中規制悪化への警戒感が和らぐ。,CTA_SURGE,0,0,0,False,False,risk
8697.T,2274.0,2383.0,2219.5,0.2177,0.2051,0.6051,0.6559,-0.17,-0.2460000067949295,1.07,0.08,1.03,通常ロット ＋ セクターセンチメント(+0.10 -> 1.03倍),0.68,1.21,78.2,⏸️ WAIT,見送り,銀行・金融,0.1,False,通常,日経平均の上昇基調継続も、追加材料乏しく静観姿勢。,CTA_SURGE,100,227400,5450,False,True,
7550.T,10220.0,10955.0,9852.5,0.2161,0.2111,0.6038,0.6225,-0.172,-0.20000000298023224,1.03,0.0,0.5,逆張りリバウンド警戒 (前日比-2.2%),-0.16,1.09,67.5,⏸️ WAIT,見送り,小売・消費・インバウンド,0.0,False,通常,特筆すべき新規材料はなく織り込み済み。,CTA_SURGE,0,0,0,False,False,risk
7731.T,1858.5,1975.1,1800.2,0.23,0.2363,0.6323,0.612,-0.172,-0.13899999856948853,0.95,0.26,1.06,通常ロット ＋ セクターセンチメント(+0.20 -> 1.06倍),0.88,1.59,28.1,⏸️ WAIT,見送り,半導体・ハイテク,0.2,False,通常,米中貿易休戦の延長報道で対中規制悪化への警戒感が和らぐ。,CTA_SURGE,100,185850,5830,False,True,
4368.T,3035.0,3230.9,2937.1,0.2284,0.2395,0.6306,0.5949,-0.174,-0.11599999666213989,0.94,1.86,1.0,通常ロット,1.53,0.89,20.2,⏸️ WAIT,見送り,,0.0,False,通常,,CTA_SURGE,0,0,0,False,False,maxpos
8331.T,2732.0,2883.2,2656.4,0.2251,0.2328,0.6238,0.5989,-0.174,-0.13300000131130219,0.95,0.26,0.52,逆張りリバウンド警戒 (前日比-0.2%) ＋ セクターセンチメント(+0.10 -> 1.03倍),0.42,1.14,74.3,⏸️ WAIT,見送り,銀行・金融,0.1,False,通常,日経平均の上昇基調継続も、追加材料乏しく静観姿勢。,CTA_SURGE,100,273200,7560,False,False,
7282.T,5255.0,5525.7,5119.6,0.2249,0.2325,0.6271,0.6021,-0.177,-0.13699999451637268,0.95,0.45,1.03,通常ロット ＋ セクターセンチメント(+0.10 -> 1.03倍),0.59,1.12,25.2,⏸️ WAIT,見送り,自動車・輸出,0.1,False,通常,米議員の中国車排除要求は日本車に追い風も影響は限定的。,CTA_SURGE,0,0,0,False,False,maxpos
6101.T,5150.0,5593.6,4928.2,0.225,0.2359,0.6311,0.5954,-0.181,-0.12399999797344208,0.94,1.81,1.0,通常ロット,1.44,0.86,13.5,⏸️ WAIT,見送り,防衛・重工,0.0,False,通常,防衛関連ニュースは36時間以上経過しており織り込み済み。,CTA_SURGE,0,0,0,False,False,maxpos
4922.T,5701.0,5944.6,5579.2,0.2172,0.2155,0.6162,0.6225,-0.182,-0.19099999964237213,1.01,0.72,1.0,通常ロット,-0.11,0.94,14.2,⏸️ WAIT,見送り,,0.0,False,通常,,CTA_SURGE,0,0,0,False,False,maxpos
4528.T,2407.5,2498.3,2362.1,0.2202,0.2219,0.6234,0.6172,-0.183,-0.17299999296665192,0.99,0.23,1.0,通常ロット,-0.13,1.22,37.2,⏸️ WAIT,見送り,,0.0,False,通常,,CTA_SURGE,100,240750,4540,False,True,
6971.T,3650.0,3850.3,3549.9,0.2137,0.2062,0.6109,0.64,-0.183,-0.2280000001192093,1.03,0.13,1.06,通常ロット ＋ セクターセンチメント(+0.20 -> 1.06倍),0.8,1.01,172.5,⏸️ WAIT,見送り,半導体・ハイテク,0.2,False,通常,米中貿易休戦の延長報道で対中規制悪化への警戒感が和らぐ。,CTA_SURGE,0,0,0,False,False,maxpos
8111.T,2164.0,2235.5,2128.2,0.21597890555858612,0.216,0.615358293056488,0.6154,-0.183,-0.18299999833106995,1.0,0.55,1.0,通常ロット,-0.01,0.97,16.1,⏸️ WAIT,見送り,,0.0,False,通常,,CTA_SURGE,100,216400,3580,False,True,
3401.T,1705.0,1789.8,1662.6,0.223,0.232,0.632,0.6019,-0.186,-0.1379999965429306,0.95,0.36,1.0,通常ロット,0.29,1.08,11.6,⏸️ WAIT,見送り,,0.0,False,通常,,CTA_SURGE,100,170500,4240,False,True,
5803.T,4911.0,5421.3,4655.9,0.2194,0.2229,0.6247,0.6124,-0.186,-0.16699999570846558,0.98,0.74,0.5,逆張りリバウンド警戒 (前日比-0.8%),1.77,1.07,1552.5,⏸️ WAIT,見送り,,0.0,False,通常,,CTA_SURGE,0,0,0,False,False,risk
2282.T,6039.0,6298.9,5909.1,0.2008,0.1846,0.5888,0.6616,-0.187,-0.2919999957084656,1.11,0.2,0.5,逆張りリバウンド警戒 (前日比-0.6%),-0.31,0.9,35.7,⏸️ WAIT,見送り,食料品・ディフェンシブ,0.0,False,通常,新規材料なし、ニュートラルを維持。,CTA_SURGE,0,0,0,False,False,risk
2914.T,6872.0,7087.6,6764.2,0.2228,0.25,0.6336,0.5558,-0.188,-0.0560000017285347,0.86,0.64,0.5,逆張りリバウンド警戒 (前日比-0.2%),-0.15,1.21,256.4,⏸️ WAIT,見送り,食料品・ディフェンシブ,0.0,False,通常,新規材料なし、ニュートラルを維持。,CTA_SURGE,0,0,0,False,False,maxpos
6135.T,15460.0,16271.4,15054.3,0.2183,0.215,0.6248,0.6375,-0.188,-0.20800000429153442,1.02,0.95,1.0,通常ロット,0.63,0.95,14.3,⏸️ WAIT,見送り,防衛・重工,0.0,False,通常,防衛関連ニュースは36時間以上経過しており織り込み済み。,CTA_SURGE,0,0,0,False,False,risk
7259.T,2229.0,2333.4,2176.8,0.2165,0.2169,0.6217,0.6205,-0.189,-0.18700000643730164,0.99,0.42,0.52,逆張りリバウンド警戒 (前日比-0.2%) ＋ セクターセンチメント(+0.10 -> 1.03倍),0.12,1.1,52.4,⏸️ WAIT,見送り,自動車・輸出,0.1,False,通常,米議員の中国車排除要求は日本車に追い風も影響は限定的。,CTA_SURGE,100,222900,5220,False,True,
4004.T,14860.0,16732.9,13923.6,0.2127,0.2068,0.6163,0.6391,-0.191,-0.22599999606609344,1.02,0.62,1.06,通常ロット ＋ セクターセンチメント(+0.20 -> 1.06倍),1.82,1.25,283.4,⏸️ WAIT,見送り,半導体・ハイテク,0.2,False,通常,米中貿易休戦の延長報道で対中規制悪化への警戒感が和らぐ。,CTA_SURGE,0,0,0,False,False,risk
9003.T,2625.0,2698.7,2588.1,0.2018,0.1912,0.5948,0.6396,-0.191,-0.25699999928474426,1.07,0.18,1.0,通常ロット,-0.21,1.48,20.4,⏸️ WAIT,見送り,海運・物流,0.0,False,通常,海外海運決算材料は時間減衰により影響限定的。,CTA_SURGE,100,262500,3690,False,True,
6752.T,4508.0,4877.4,4323.3,0.2021,0.1835,0.5961,0.6807,-0.192,-0.3140000104904175,1.11,0.22,1.06,通常ロット ＋ セクターセンチメント(+0.20 -> 1.06倍),1.44,1.25,415.7,⏸️ WAIT,見送り,半導体・ハイテク,0.2,False,通常,米中貿易休戦の延長報道で対中規制悪化への警戒感が和らぐ。,CTA_SURGE,0,0,0,False,False,maxpos
3048.T,1724.5,1793.2,1690.1,0.2141,0.2229,0.625,0.5952,-0.197,-0.14900000393390656,0.95,0.14,1.0,通常ロット,-0.17,0.98,12.4,⏸️ WAIT,見送り,小売・消費・インバウンド,0.0,False,通常,特筆すべき新規材料はなく織り込み済み。,CTA_SURGE,100,172450,3440,False,True,
9020.T,3463.0,3591.0,3399.0,0.2063,0.2015,0.6105,0.6294,-0.198,-0.22599999606609344,1.03,0.3,1.0,通常ロット,-0.29,1.06,99.0,⏸️ WAIT,見送り,海運・物流,0.0,False,通常,海外海運決算材料は時間減衰により影響限定的。,CTA_SURGE,0,0,0,False,False,maxpos
5714.T,8964.0,9630.7,8630.6,0.2253,0.2527,0.6494,0.5696,-0.199,-0.06400000303983688,0.86,0.79,0.5,逆張りリバウンド警戒 (前日比-1.4%),0.75,1.26,36.9,⏸️ WAIT,見送り,,0.0,False,通常,,CTA_SURGE,0,0,0,False,False,risk
7186.T,1856.5,1960.4,1804.6,0.2182,0.2257,0.6352,0.6098,-0.199,-0.15800000727176666,0.95,0.26,0.52,逆張りリバウンド警戒 (前日比-1.6%) ＋ セクターセンチメント(+0.10 -> 1.03倍),0.37,0.95,80.7,⏸️ WAIT,見送り,銀行・金融,0.1,False,通常,日経平均の上昇基調継続も、追加材料乏しく静観姿勢。,CTA_SURGE,100,185650,5190,False,True,
4784.T,528.0,567.1,508.4,0.2183,0.2369,0.6387,0.5807,-0.202,-0.10700000077486038,0.9,2.11,0.5,逆張りリバウンド警戒 (前日比-2.2%),0.25,0.82,14.5,⏸️ WAIT,見送り,,0.0,False,通常,,CTA_SURGE,500,264000,9800,False,True,
6508.T,11060.0,11982.9,10598.6,0.2044,0.1897,0.6116,0.6755,-0.203,-0.29600000381469727,1.08,0.7,1.06,通常ロット ＋ セクターセンチメント(+0.20 -> 1.06倍),1.07,1.19,20.5,⏸️ WAIT,見送り,半導体・ハイテク,0.2,False,通常,米中貿易休戦の延長報道で対中規制悪化への警戒感が和らぐ。,CTA_SURGE,0,0,0,False,False,risk
9449.T,3924.0,4132.7,3819.6,0.2149,0.2237,0.6343,0.6041,-0.204,-0.15700000524520874,0.95,0.36,0.5,逆張りリバウンド警戒 (前日比-1.1%),0.23,1.09,11.1,⏸️ WAIT,見送り,,0.0,False,通常,,CTA_SURGE,0,0,0,False,False,maxpos
9142.T,3545.0,3664.1,3485.4,0.2071,0.2023,0.6203,0.6395,-0.206,-0.23499999940395355,1.03,0.45,1.0,通常ロット,-0.18,2.11,34.1,⏸️ WAIT,見送り,海運・物流,0.0,False,通常,海外海運決算材料は時間減衰により影響限定的。,CTA_SURGE,0,0,0,False,False,maxpos
2702.T,7660.0,7938.6,7520.7,0.2085,0.2171,0.624,0.5943,-0.207,-0.1599999964237213,0.95,0.36,0.5,逆張りリバウンド警戒 (前日比-2.5%),-0.22,1.33,40.6,⏸️ WAIT,見送り,小売・消費・インバウンド,0.0,False,通常,特筆すべき新規材料はなく織り込み済み。,CTA_SURGE,0,0,0,False,False,risk
7261.T,1156.0,1217.6,1125.2,0.2183,0.2314,0.6436,0.6007,-0.207,-0.1379999965429306,0.92,1.03,0.52,逆張りリバウンド警戒 (前日比-0.1%) ＋ セクターセンチメント(+0.10 -> 1.03倍),0.33,1.44,60.1,⏸️ WAIT,見送り,自動車・輸出,0.1,False,通常,米議員の中国車排除要求は日本車に追い風も影響は限定的。,CTA_SURGE,200,231200,6160,False,True,
5214.T,4858.0,5130.3,4721.9,0.2096,0.2048,0.6305,0.65,-0.211,-0.2409999966621399,1.03,0.47,0.5,逆張りリバウンド警戒 (前日比-1.0%),1.01,0.95,31.3,⏸️ WAIT,見送り,,0.0,False,通常,,CTA_SURGE,0,0,0,False,False,risk
9301.T,1555.0,1606.9,1529.1,0.1999,0.1893,0.6107,0.6567,-0.211,-0.27799999713897705,1.07,0.16,1.0,通常ロット,0.05,1.1,16.6,⏸️ WAIT,見送り,海運・物流,0.0,False,通常,海外海運決算材料は時間減衰により影響限定的。,CTA_SURGE,100,155500,2590,False,True,
4966.T,20110.0,21608.6,19360.7,0.2066,0.2018,0.63,0.6495,-0.217,-0.2460000067949295,1.03,0.35,1.0,通常ロット,1.24,1.3,10.8,⏸️ WAIT,見送り,,0.0,False,通常,,CTA_SURGE,0,0,0,False,False,risk
3391.T,2165.5,2282.9,2106.8,0.2007,0.196,0.6216,0.6408,-0.22,-0.24899999797344208,1.03,0.12,1.0,通常ロット,-0.4,1.07,43.1,⏸️ WAIT,見送り,小売・消費・インバウンド,0.0,False,通常,特筆すべき新規材料はなく織り込み済み。,CTA_SURGE,100,216550,5870,False,True,
5901.T,4496.0,4652.1,4417.9,0.1918,0.1761,0.6039,0.6785,-0.22,-0.32600000500679016,1.11,0.11,0.5,逆張りリバウンド警戒 (前日比-0.9%),0.09,1.59,21.4,⏸️ WAIT,見送り,,0.0,False,通常,,CTA_SURGE,0,0,0,False,False,maxpos
6856.T,23530.0,25014.3,22787.9,0.2075,0.2002,0.6349,0.6652,-0.22,-0.26499998569488525,1.03,0.21,1.06,通常ロット ＋ セクターセンチメント(+0.20 -> 1.06倍),1.2,1.31,66.7,⏸️ WAIT,見送り,半導体・ハイテク,0.2,False,通常,米中貿易休戦の延長報道で対中規制悪化への警戒感が和らぐ。,CTA_SURGE,0,0,0,False,False,risk
6762.T,2954.5,3188.7,2837.4,0.2146,0.23,0.652,0.6024,-0.223,-0.1420000046491623,0.9,0.64,1.06,通常ロット ＋ セクターセンチメント(+0.20 -> 1.06倍),1.47,1.57,262.0,⏸️ WAIT,見送り,半導体・ハイテク,0.2,False,通常,米中貿易休戦の延長報道で対中規制悪化への警戒感が和らぐ。,CTA_SURGE,100,295450,11710,False,True,
5444.T,12485.0,13002.1,12226.4,0.2011,0.1964,0.6295,0.649,-0.227,-0.25600001215934753,1.03,0.32,0.5,逆張りリバウンド警戒 (前日比-0.5%),0.25,0.85,16.8,⏸️ WAIT,見送り,,0.0,False,通常,,CTA_SURGE,0,0,0,False,False,risk
6622.T,12840.0,13872.9,12323.6,0.2081,0.2089,0.6439,0.6416,-0.228,-0.2240000069141388,0.98,1.11,1.06,通常ロット ＋ セクターセンチメント(+0.20 -> 1.06倍),1.57,0.84,23.3,⏸️ WAIT,見送り,半導体・ハイテク,0.2,False,通常,米中貿易休戦の延長報道で対中規制悪化への警戒感が和らぐ。,CTA_SURGE,0,0,0,False,False,risk
6473.T,2095.5,2229.8,2028.4,0.2125,0.2212,0.6555,0.6243,-0.23,-0.18199999630451202,0.95,0.29,1.0,通常ロット,0.7,0.92,24.4,⏸️ WAIT,見送り,防衛・重工,0.0,False,通常,防衛関連ニュースは36時間以上経過しており織り込み済み。,CTA_SURGE,100,209550,6710,False,True,
2587.T,4492.0,4634.6,4420.7,0.2033,0.2117,0.6411,0.6105,-0.234,-0.18700000643730164,0.95,0.15,0.5,逆張りリバウンド警戒 (前日比-0.5%),-0.24,0.92,37.2,⏸️ WAIT,見送り,食料品・ディフェンシブ,0.0,False,通常,新規材料なし、ニュートラルを維持。,CTA_SURGE,0,0,0,False,False,maxpos
4971.T,6720.0,7271.4,6444.3,0.2094,0.2198,0.6558,0.6187,-0.237,-0.17900000512599945,0.94,1.44,1.0,通常ロット,1.83,1.45,26.5,⏸️ WAIT,見送り,,0.0,False,通常,,CTA_SURGE,0,0,0,False,False,risk
8035.T,53920.0,58365.7,51697.1,0.2119,0.2354,0.6626,0.5907,-0.239,-0.11999999731779099,0.86,0.8,1.06,通常ロット ＋ セクターセンチメント(+0.20 -> 1.06倍),1.72,1.15,1687.3,⏸️ WAIT,見送り,半導体・ハイテク,0.2,False,通常,米中貿易休戦の延長報道で対中規制悪化への警戒感が和らぐ。,CTA_SURGE,0,0,0,False,False,risk
6586.T,5344.0,5553.7,5239.1,0.1991,0.1944,0.6382,0.6579,-0.24,-0.26899999380111694,1.03,0.34,1.0,通常ロット,0.35,1.3,37.6,⏸️ WAIT,見送り,防衛・重工,0.0,False,通常,防衛関連ニュースは36時間以上経過しており織り込み済み。,CTA_SURGE,0,0,0,False,False,maxpos
